chapter, heading, subheading, description
67,6704,670411,"COMPLETE WIGS, OF SYNTHETIC TEXTILE MATERIALS"
67,6704,670419,"WIGS, FALSE BEARDS, EYEBROWS ETC NESOI, SYN TEXT"
67,6704,670420,"WIGS, FALSE BEARDS, EYEBROWS & ETC OF HUMAN HAIR"
67,6704,670490,"WIGS, FALSE BEARDS, EYEBROWS & ETC OF OTH MATERIAL"
68,6801,680100,"SETTS, CURBSTONES AND FLAGSTONES, OF NAT ST EX SLT"
68,6802,680210,TILES ETC LS TH 7CM; ARTFLY CLRD GR CHPGS A PWDR
68,6802,680221,"MARBLE, TRAVERTINE A ALABASTER, CUT, FLAT"
68,6802,680223,GRANITE MON OR BLDG STONE SMPLY CUT OR SAWN
68,6802,680229,"STONE, NESOI MON OR BLDG SMPLY CUT OR SWN"
68,6802,680291,"MARBLE, TRAVERTINE AND ALABASTER, WORKD, NESOI"
68,6802,680292,"OTHER CALCAREOUS STONE, NESOI"
68,6802,680293,"GRANITE, NESOI"
68,6802,680299,"WORDK MONUMENTAL OR BUILDING STONE, NESOI"
68,6803,680300,"SLATE, WORKED AND ARTICLES; ARTICLS OF AGGLOM SLT"
68,6804,680410,MILLSTONES AND GRINDSTONES FOR MILLNG GRNDG PLPNG
68,6804,680421,OTH MLLSTNS ETC OF AGGLM SYNTHTC OR NAT DIAMOND
68,6804,680422,OTH MILLSTNS GRINSTNS A GRNDNG WHEELS AGGL ABRSVS
68,6804,680423,OTHR MILLSTNES GRNDSTNS ETC OF NATURAL STONE
68,6804,680430,HAND SHARPENING OR POLISHING STONES
68,6805,680510,ABRASVS ON A BASE OF WOVEN TEXTILE FABRIC ONLY
68,6805,680520,ABRASIVES ON A BASE OF PAPER OR PAPERBOARD ONLY
68,6805,680530,ABRASIVES ON A BASE MATERIAL OTH THN FABRC O PAPER
68,6806,680610,"SLAG WOOL, ROCK WOOL ETC, IN BULK, SHEETS OR ROLLS"
68,6806,680620,EXFL VERMIC EXPND CLYS FOMD SLAG ETC INC INTR MXT
68,6806,680690,MXTRS A ARTCLS OF HEAT OR SOUND ABS O INS NESOI
68,6807,680710,ARTICLES OF ASPHALT OR SIMILAR MATERIALS IN ROLLS
68,6807,680790,ARTICLES OF ASPHALT ETC NESOI
68,6808,680800,PNLS BRDS ETC O VEG FBR AG W CMNT PLSTR ETC BNDRS
68,6809,680911,"PLSTR BRDS ETC NT ORNA, FCD W PPR O PPRBRD ONLY"
68,6809,680919,PLSTER BOARDS PANELS ETC NOT ORNAMENTED NESOI
68,6809,680990,OTHR ARTCLS OF PLASTER OR O CMPSTNS BS PLS NESOI
68,6810,681011,BLDG BLCKS A BRCKS OF CMNT CNCRT ART ST W O N REIN
68,6810,681019,"TILES, FLAGSTONES ETC, CEMENT ETC OR ARTIF STONE"
68,6810,681091,PREFB STRCTRL CMPNTS O CNCRT CMNT O ARTF STONE
68,6810,681099,OTHR ARTS NESOI OF CMNT ETC
68,6811,681140,"ART. OF ASBESTOS-CEMENT, ETC. CONTAINING ASBESTOS"
68,6811,681181,"CORR. SHEETS, CELL FIBER-CEMENT, NOT CONT ASBESTOS"
68,6811,681182,"SHEETS, PANELS, TILES ETC, CELL FIBER-CEMENT NESOI"
68,6811,681189,"ARTICLES OF CELLULOSE FIBER-CEMENT ETC., NESOI"
68,6812,681280,FABRICATED FIBERS & ARTS OF CROCIDOLITE
68,6812,681291,"ASBESTOS CLOTHING, CLOTHNG ACCESSRS, FTWR A HDGEAR"
68,6812,681292,"ASBESTOS PAPER, MILLBOARD AND FELT"
68,6812,681293,COMPRESSED ASBESTOS FIBER JNTNG IN SHEETS O ROLLS
68,6812,681299,ARTICLES OF ASBESTOS FIBERS ETC NESOI
68,6813,681320,"OTH FRICTION MATERL, ASBESTOS"
68,6813,681381,"BRAKE LININGS A PADS, NT ASBESTOS, OTH MINRLS, CEL"
68,6813,681389,"OTH FRICTION MATERL,  OTH MINRLS, CELLULS,NES"
68,6814,681410,PL SH STR OF AGGLMRTED OR RCNSTD MICA
68,6814,681490,"MICA, WORKED AND ARTCLS NESOI"
68,6815,681510,NONELECTRICAL ARTICLES OF GRAPHITE OR CARBON NESOI
68,6815,681520,ARTICLES OF PEAT NESOI
68,6815,681591,"ARTCLS NESOI CNTNG MAGNESITE, DOLMT OR CHROMITE"
68,6815,681599,OTH ARTICLES OF STONE OR OTH MIN SUBSTNCES NESOI
69,6901,690100,"BRCKS, BLCKS, TLS A OTH CERMC GDS SLCS EARTH"
69,6902,690210,"REFRACT BRICKS ETC NESOI, OV50% MGO, CAO OR CR203"
69,6902,690220,"REFRACT BRICKS ETC NESOI, OVER 50% AL203 OR SI02"
69,6902,690290,REFRACT BRICKS ETC NESOI
69,6903,690310,OTH REFRAC CERAMIC GDS W GRAPHITE/CARBON OV 50PCT
69,6903,690320,OTH REFRAC CERAM GDS NES ALUMINA/SILICA OV 50 PCT
69,6903,690390,"REFRACTORY CERAMIC GOODS (RETORT, PLUG ETC) NESOI"
69,6904,690410,CERAMIC BUILDING BRICKS
69,6904,690490,"CERAMIC FLOORING BLOCKS, SUPPRT OR FILLR TILE ETC"
69,6905,690510,CERAMIC ROOFING TILES
69,6905,690590,"CERAMIC CONSTRUCTIONAL GDS A ARCHITCL ORNMNTS, NES"
69,6906,690600,"CERAMIC PIPES, CONDUITS, GUTTERING A PIPE FITTINGS"
69,6907,690721,"CERAMIC FLAGS/PAVING/ETC, H20 ABS COEF WT <= 0.5%"
69,6907,690722,"CERAMIC FLAGS/PAVING/ETC,H20 ABS COEFF >5% <=10%"
69,6907,690723,"CERAMIC FLAGS/PAVING/ETC,H20 ABS COEF EXCEDING 10%"
69,6907,690730,"CERAMIC MOSAIC CUBES, ETC, OTHER THAN SUBHD 690740"
69,6907,690740,FINISHING CERAMICS
69,6909,690911,"PORCELAIN OR CHINA WARES FOR LAB, CHEM OR TECH USE"
69,6909,690912,CERAMIC ARTCLS W HARDNSS EQUIV TO 9 OR OV MOHS
69,6909,690919,CERAMIC WARES FOR LABORATORY ETC USE NESOI
69,6909,690990,CERAMIC RECEPTCLS FR AGRIC A FOR CONVEY/PACK GOODS
69,6910,691010,CERAMIC SANITARY FIXTURES OF PORCELAIN OR CHINA
69,6910,691090,CERAMIC SANITARY FIXTURES OTH THN OF PORCLN/CHINA
69,6911,691110,"CERAMIC TABLEWARE & KITCHENWARE, PORCELAIN & CHINA"
69,6911,691190,"CERAMIC HOUSEHOLD ETC ART NESOI, PORCELAIN & CHINA"
69,6912,691200,"CERAMIC TABLEWRE, KITCHNWRE ETC, EARTHENWARE ETC"
69,6913,691310,"STATUETTES AND OTHER ORNMNTL ARTCLS, PORCLN OR CHN"
69,6913,691390,STATUTTES A OTH ORNMNTL CERAM ARTCLS NT PORC/CHINA
69,6914,691410,"ARTICLES OF PORCELAIN OR CHINA, NESOI"
69,6914,691490,CERAMIC ARTICLES NESOI
70,7001,700100,CULLET A OTH WST A SCRP GLASS; GLASS IN MASS
70,7002,700210,GLASS BALLS NOT MICROSPHERES OF HEADNG 7018 UNWRKD
70,7002,700220,"GLASS RODS, UNWORKED"
70,7002,700231,"TUBES OF FUSED QUARTZ OR OTH FSD SILICA, UNWORKED"
70,7002,700232,TUBES OF OTH GLASS NES W LIN COEF OV 5X10-6/KELVIN
70,7002,700239,"TUBES OF GLASS NESOI, UNWORKED"
70,7003,700312,"NONWRD SHTS CAST/RLD GLASS, COLRD,OPAC,FLSHD,LAYRD"
70,7003,700319,"CAST OR ROLLED GLASS IN NONWIRED SHEETS, NESOI"
70,7003,700320,"WIRED SHEETS OF CAST OR ROLLED GLASS, UNWORKED"
70,7003,700330,"PROFILES OF CAST OR ROLLED GLASS, UNWORKED"
70,7004,700420,DRW/BLWN GLASS SHEETS COLORD OPAC FLASH SPEC LAYER
70,7004,700490,DRWN/BLWN GLSS SHTS W/WO ABSRB/RFCT LYR N OTH WRKD
70,7005,700510,FLOAT GLASS ETC IN NONWRD SHTS W ABS/REFL LAYER
70,7005,700521,NONWRD GLSS CLRD OPC FLSHD OR SRFC GRND N AB/RF LY
70,7005,700529,NONWIRED GLASS NESOI IN SHEETS
70,7005,700530,"FLOAT GLS ETC, WIRED SHTS, W OR WO ABSB LAYER UNWK"
70,7006,700600,"GLS OF 7003-5 BNT,EDG WKD, ENGR,DRL,ENML OTHR ETC"
70,7007,700711,TOUGHND SAFETY GLS OF SIZE A SHAPE FOR VEHCLS ETC
70,7007,700719,"TOUGHNED SAFETY GLASS, NOT FOR VEHICULAR USE"
70,7007,700721,"LAMINATED SAFETY GLASS FOR VEHICLES, AIRCRAFT ETC."
70,7007,700729,"LAMINATED SAFETY GLASS, NOT FOR VEHICULAR USE"
70,7008,700800,MULTIPLE-WALLED INSULATING UNITS OF GLASS
70,7009,700910,REAR-VIEW MIRRORS FOR VEHICLES
70,7009,700991,GLASS MIRRORS UNFRAMED NOT VEHICLE REARVIEW MIRROR
70,7009,700992,"GLASS MIRRORS, FRAMED, EXC REARVIEW"
70,7010,701010,"GLASS AMPOULES, FOR CONVEYANCE OR PACKING OF GOODS"
70,7010,701020,"STOPPERS, LIDS AND OTHER CLOSURES, OF GLASS"
70,7010,701090,"GLASS ARTICL. FOR CONVEYANCE/PACKING OF GOODS,NESO"
70,7011,701110,GLSS ENVLPS OPN A GLS PTS W/O FTNGS F ELCTRC LGHTG
70,7011,701120,GLASS ENVELOPES A PARTS FOR CATHODE-RAY TUBES
70,7011,701190,"GLASS ENVELOPES, OPEN, A PARTS, W/O FTTNGS, NESOI"
70,7013,701310,"GLASSWR OF GLS-CERAMICS FOR TABLE, KITCHN, OFF ETC"
70,7013,701322,STEMWARE DRINKING GLASSES OF LEAD CRYSTAL
70,7013,701328,"STEMWARE DRINKING GLASSES, NES"
70,7013,701333,DRINKING GLASS OF LEAD CRYSTAL OTHER THAN STEMWARE
70,7013,701337,"DRINKING GLASSES, NES"
70,7013,701341,TBL O KTCHN GLSSWR NT DRNKNG GLSS OF LEAD CRYSTAL
70,7013,701342,HH GLSWR NT DRNK GLS LNR COEF EXP NOV 5X/-6/KV ETC
70,7013,701349,TABLE OR KITCHEN GLASSWARE NESOI
70,7013,701391,"OTHER GLASSWARE, LEAD CRYSTAL, NESOI"
70,7013,701399,"OTHER GLASSWARE, NOT LEAD CRYSTAL, NESOI"
70,7014,701400,SIGNAL GLASSWARE & GLASS OPTIC ELEM NESOI NOT WRKD
70,7015,701510,"GLASSES FOR CORRECTIVE SPECTACLES, NT OPTICLY WRKD"
70,7015,701590,"CLOCK, WATCH, NONCORRECTIVE GLASS ETC NESOI"
70,7016,701610,"GLASS CUBES A SMLLWRS, BACKD OR NOT, FR MOSAICS ET"
70,7016,701690,GLS CONS ART NESOI;LD WNDWS;MLTCLR/FMD GLS ARTCLS
70,7017,701710,"LAB, HYGIENIC, PHARMACEUT GLSWR, FUSD QURTZ/SILICA"
70,7017,701720,"LAB, HYGINC, PHARM GLSWR W LIN COEF NOV 5X10-6 NES"
70,7017,701790,"LABORATORY, HYGENIC OR PHARMACEUT GLASSWARE NESOI"
70,7018,701810,GLSS BEADS IMIT PRLS PRC/SMPRC ST ETC;ART NT JWLRY
70,7018,701820,GLASS MICROSPHERES NOT EXCEEDING 1 MM IN DIAMETER
70,7018,701890,GLSS EYS NT PRO; ORNAMENTS O LMP-WRKD GLSS NT JWLR
70,7019,701911,CHOPPED STRANDS GLASS FIBERS NOT OVER 50MM LONG
70,7019,701912,GLASS FIBER ROVINGS
70,7019,701919,"GLASS FIBERS AND ARTICLES THEREOF, N.E.S.O.I."
70,7019,701931,"MATS, NONWOVEN, OF GLASS FIBERS"
70,7019,701932,"THIN SHEETS (VOILES), NONWOVEN, OF GLASS FIBERS"
70,7019,701939,"GLASS NONWOVEN MATTRESSES, BOARDS ETC NESOI"
70,7019,701940,"NARROW FABRICS, WOVEN, OF GLASS FIBER ROVINGS"
70,7019,701951,"OTHER WOVEN NARROW FABRICS, NESOI"
70,7019,701952,"OTH WVN NARROW FBRCS, OV 30CM WD, PLN WEAVE, ETC."
70,7019,701959,"OTHER WOVEN FABRICS OF GLASS FIBERS, NESOI"
70,7019,701990,GLASS FIBERS & ARTICLES THEREOF NESOI
70,7020,702000,"ARTICLES OF GLASS, NESOI"
71,7101,710110,"NATURAL PEARLS, NOT MOUNTED OR SET"
71,7101,710121,"CULTURED PEARLS, UNWORKED"
71,7101,710122,"CULTURED PEARLS, WORKED, NOT SET"
71,7102,710210,"DIAMONDS, UNSORTED"
71,7102,710221,"INDUSRRL DIAMONDS UNWRKD OR SAWN, CLVD OR BRUTD"
71,7102,710229,"INDUSTRIAL DIAMONDS, WORKED"
71,7102,710231,DIAM EX IND UNWKD OR SMPL SWN CLVD OR BRUTED
71,7102,710239,"DIAMONDS, NONINDUSTRIAL, WORKED"
71,7103,710310,"PREC NESOI & SEMIPREC STONES, UNWORK, SIM SAWN ETC"
71,7103,710391,"RUBIES, SAPPHIRES AND EMERALDS, OTHERWISE WORKED"
71,7103,710399,"SEMIPRECIOUS STONES, OTHERWISE WORKED"
71,7104,710410,PIEZO-ELECTRIC QUARTZ NOT MOUNTED OR SET
71,7104,710420,SYNTHC OR RECNSTRCTD GEMSTONES UNWORKED
71,7104,710490,"SYN OR RECONST PREC OR SEMIPREC STONES NESOI, WRKD"
71,7105,710510,DIAMOND (NATURAL & SYNTHETIC) DUST & POWDER
71,7105,710590,"DUST A PWDER OF NAT OR SYN STONES, NESOI"
71,7106,710610,SILVER POWDER
71,7106,710691,"SILVER, UNWROUGHT NESOI"
71,7106,710692,"SILVER, SEMIMANUFACTURED"
71,7107,710700,BASE MTLS CLD W SILVR NT FRTH WKD THN SMMNFCTRD
71,7108,710811,"GOLD POWDER, NONMONETARY"
71,7108,710812,"GOLD, NONMONETARY, UNWROUGHT NESOI"
71,7108,710813,"GOLD, NONMONETARY, SEMIMANUFACTURED FORMS NESOI"
71,7108,710820,#N/A
71,7109,710900,BS MTL OR SLR CLD W GLD NT FRTR WKD TH SMMNFCTRD
71,7110,711011,"PLATINUM, UNWROUGHT OR POWDER"
71,7110,711019,"PLATINUM METAL, SEMIMANUFACTURED"
71,7110,711021,"PALLADIUM, UNWROUGHT OR IN POWDER FORM"
71,7110,711029,"PALLADIUM, SEMIMANUFACTURED"
71,7110,711031,"RHODIUM, UNWROUGHT OR IN POWDER FORM"
71,7110,711039,"RHODIUM, SEMIMANUFACTURED"
71,7110,711041,"IRIDIUM, OSMIUM AND RUTHENIUM, UNWROUGHT OR POWDER"
71,7110,711049,"IRIDIUM, OSMIUM AND RUTHENIUM, SEMIMANUFACTURED"
71,7111,711100,BS MTL A SLV A GLD CLD W PLAT NT FR WKD TH SMNFCTD
71,7112,711230,ASH CONT.PRECIOUS METALS/PRECIOUS METAL COMPOUNDS
71,7112,711291,WASTE & SCRAP GOLD EXCL SWPNGS CNTNG OTH PREC MTLS
71,7112,711292,PLAT WST A SCRP NT CNTNG OTH PREC MTLS
71,7112,711299,WASTE AND SCRAP OF PRECIOUS METAL NESOI
71,7113,711311,"JEWELRY AND PARTS THEREOF, OF SILVER"
71,7113,711319,"JEWELRY AND PARTS THEREOF, OF OTH PRECIOUS METAL"
71,7113,711320,"JEWELRY AND PARTS, BASE METAL CLAD W PREC METAL"
71,7114,711411,"SILVER ARTICLES (NOT JEWELRY), PLATED ETC OR NOT"
71,7114,711419,ARTLS OF GLD OR PLAT NESOI
71,7114,711420,"GOLD/SILVER -SMITHS' ARTCLS A PRTS, BS MTL CL W PM"
71,7115,711510,CATLYSTS PLAT WIRE CLOTH OR GRILL FORM
71,7115,711590,"OTH PREC METL ARTCLS OR ARTCLS CLAD W PM, NESOI"
71,7116,711610,ARTICLES OF NATURAL  OR CULTURED PEARLS
71,7116,711620,"ARTICLES OF PREC OR SEMIPREC STONES (NAT, SYN ETC)"
71,7117,711711,CFF LNKS A STDS BS MTL WHTHR OR NT PLTD W PRC MTL
71,7117,711719,"OTH IMITATION JEWELRY, BASE METAL, INC PR MTL PLTD"
71,7117,711790,IMITATION JEWELRY NOT OF BASE METAL
71,7118,711810,COIN (EXCPT GOLD COIN) NOT BEING LEGAL TENDER
71,7118,711890,"COIN, NESOI"
72,7201,720110,NONALLOY PIG IRON 0.5 PRCNT OR LESS PHOSPHORUS
72,7201,720120,NONALLOY PIG IRON OV 0.5 PRCNT PHOSPHORUS
72,7201,720150,"ALLOY PIG IRON; SPIEGELEISEN, IN PRIMARY FORMS"
72,7202,720211,FERROMANGANESE WITH OVER 2 PERCENT CARBON
72,7202,720219,"FERROMANGANESE, 2 PERCENT OR LESS CARBON"
72,7202,720221,FERROSILICON WITH OVER 55 PERCENT SILICON
72,7202,720229,"FERROSILICON, 55 PERCENT OR LESS SILICON"
72,7202,720230,FERROSILICON MANGANESE
72,7202,720241,FERROCHROMIUM OVER 4 PERCENT CARBON
72,7202,720249,"FERROCHROMIUM, 4 PERCENT OR LESS CARBON"
72,7202,720250,FERROSILICON CHROMIUM
72,7202,720260,FERRONICKEL
72,7202,720270,FERROMOLYBDENUM
72,7202,720280,FERROTUNGSTEN AND FERROSILICON TUNGSTEN
72,7202,720291,FERROTITANIUM AND FERROSILICON TITANIUM
72,7202,720292,FERROVANADIUM
72,7202,720293,FERRONIOBIUM
72,7202,720299,"FERROALLOYS, NESOI"
72,7203,720310,FERROUS PRODUCTS FM DIRECT REDCTION OF IRON ORE
72,7203,720390,OTHR SPONGY FERROUS PRDCTS MIN PURITY 99.94 PCT FE
72,7204,720410,CAST IRON WASTE AND SCRAP
72,7204,720421,STAINLESS STEEL WASTE AND SCRAP
72,7204,720429,"ALLOY STEEL WASTE AND SCRAP, NOT STAINLESS"
72,7204,720430,TINNED IRON OR STEEL WASTE AND SCRAP
72,7204,720441,"FERROUS WASTE & SCRAP NESOI, TURNINGS, CHIPS ETC"
72,7204,720449,FERROUS WASTE & SCRAP NESOI
72,7204,720450,REMELTING SCRAP INGOTS OF IRON OR STEEL
72,7205,720510,"GRANULES, IRON OR STEEL"
72,7205,720521,ALLOY STEEL POWDERS
72,7205,720529,"POWDERS, IRON OR NONALLOY STEEL"
72,7206,720610,IRON AND NONALLOY STEEL INGOTS
72,7206,720690,"IRON AND NONALLOY STEEL, PRIMARY FORMS NOT INGOTS"
72,7207,720711,SMFD IOS NA U.25PCT CRBN REC/SQ CS WDTH UN 2X THNS
72,7207,720712,SMFD IRN/NAL STL LT .25 PCT CRB RECT CS WID 2X THK
72,7207,720719,SMFD IRN/NAL STL LT 0.25 PCT CARBON CS NT RECT/SQR
72,7207,720720,"SMFD IRN OR NONALLOY STL, .25 PCT OR MORE CARBON"
72,7208,720810,"FLAT-HOT-ROLL IRON, NONALY STL,COILS,PTTRNS, NES0I"
72,7208,720825,"FLAT-HOT-ROLL IRN,NONALY,COIL,PKLED,4.75MM >,NESOI"
72,7208,720826,"FLT-HOT-ROL IRN NONALY,COIL,PKLD,3MM <4.75MM,NESOI"
72,7208,720827,"FLT-HOT-ROL IRN,NOALY STL,COIL,PK,<3MM THICK,NESOI"
72,7208,720836,"FLT-HOT-ROLL IRN,NONALY STL,COIL,>10MM THICK,NESOI"
72,7208,720837,"FLT-HOT-ROL IRN,NONALY,COILS,4.75MM N/O 10MM NESOI"
72,7208,720838,"FLT-HT-RL IRN,NOALY STL,COIL,3MM BUT < 4.75MMNESOI"
72,7208,720839,"FLAT-HOT-ROLL IRN,NONALY STL,COIL,<3MM THICK,NESOI"
72,7208,720840,FR IOS NAL 600MM AO HR NT C/P/C/CLS PTTRNS IN REL
72,7208,720851,"FLT-HOT-ROLL IRN,NONALY ST,NOT COIL>10MM THK,NESOI"
72,7208,720852,FR IOS NAL 600MM AO HR NT C/P/C/CLS 4.75-10MM THCK
72,7208,720853,FR IOS NAL 600 AO HR NT C/P/C/CLS 3-UN 4.75MM THCK
72,7208,720854,FR IRN/NAL STL 600MM AO HR NT C/P/C/CLS UN 3MM THK
72,7208,720890,FR IOS NA CORNC 600MM AO W HR PL NESOI
72,7209,720915,"FLT-COLD-ROL IRN,NOALY,COIL,600MM WIDE,3MM > THICK"
72,7209,720916,"FL-CLD-RL IRN,ST,COIL,600MM WIDE,>1MM BUT <3MM THK"
72,7209,720917,"FL-CLD-RL IRN,ST,COIL,600MM WD,0.5MMBUT N/O 1MM TK"
72,7209,720918,"FLAT-COLD-RLD IR,STL,COILS,600MM WIDE,<0.5MM THICK"
72,7209,720925,"FLT-CLD-RLD IR,ST,NOT COIL,600MM WIDE,3MM OR > THK"
72,7209,720926,"FLT-CLD-RLD IR,ST,NOT COIL,600MM WD, >1MM <3MM THK"
72,7209,720927,"FLT-CLD-RLD,NOT COIL 600MM W,>0.5MMBUT N/O 1MM THK"
72,7209,720928,"FLT-CLD-RLD IR,NONAL,NOTCOIL,600MM WIDE,>0.5MM THK"
72,7209,720990,FR IOS NA CLS OR NT 600MM AO W CR PL NESOI
72,7210,721011,FR IOS NA 600MM AO W TIN COATD OR PLTD 0.5MM AO TH
72,7210,721012,FR IOS NAL 600MM AO W TIN CTD OR PLTD UNDR 0.5MM T
72,7210,721020,FR IOS NA 600MM AO W LEAD CTD OR PLTD (TERNPLATE)
72,7210,721030,"FLAT-RLD IRON,NONAL STL,600MM WIDE,ELEC PLATD ZINC"
72,7210,721041,FR IOS NA 600MM AO W ZINC CTD O PLTD NT ELCTC CORR
72,7210,721049,FR IR/NAS CTD/PLTD W ZINC NT ELEC NT CORR 600MM OM
72,7210,721050,FR IOS NA 600MM AO W CTD/PLTD W CRO OR CR AND CRO
72,7210,721061,"FR IRON/NONALLOY STEEL 600MM AO,PLTD/CTD ALUM-ZNC"
72,7210,721069,"FR IRON/NONALLOY STEEL,600MM AO,PLTD/CTD OTHR ALUM"
72,7210,721070,"FR IR/NAS 600MM W OM, PAINTED, VARNISHED, PLASTIC"
72,7210,721090,FLAT-ROLL IRON OR NONALLOY STEEL NU600MMCLAD NESOI
72,7211,721113,FR HS IOS NA UN600MM W HR PL UNVRSL MLLPLTE
72,7211,721114,FR HS IOS NA UN600MM W HR PL 4.75MM AO THCK
72,7211,721119,OTH FR HI-STR ST UN 600MM W NPLD UN4.75MM THCK
72,7211,721123,"FLAT-COLD-ROLLED IRON,NONALLOY STEEL, <600 MM WIDE"
72,7211,721129,"FLAT-ROLLED IRON/NONALLOY STEEL UNDR 600 MM, NESOI"
72,7211,721190,"FR IOS NA UN 600MM W, NESOI MR THN C-R"
72,7212,721210,FR IOS NA UNDR 600MM WIDE TIN COATD O PLATED
72,7212,721220,"FLAT-RLD IRN,NONAL ST, < 600MM WIDE ELEC PLTD ZINC"
72,7212,721230,FLAT-RLD IR/NAS UN 600MM W PLTD/CTD W ZINC NT ELEC
72,7212,721240,FLAT-RLD IR/NAS UN 600MM W PNTD/VARNSHD/PLSTC CTD
72,7212,721250,"FR IOS NA UNDR 600MM WIDE PLTD OR COATD, NESOI"
72,7212,721260,FR IOS UN 600MM WD CLAD NESOI
72,7213,721310,BARS AND RODS IRREGULAR COILS CONCRETE REINFORCING
72,7213,721320,BRS RODS HOT-RLLD IRREG COILS FREE-CUTTNG STEEL
72,7213,721391,"BARS,RODSHOT-ROLL,IRNNOAL ST COIL CIRC,<14MM NESOI"
72,7213,721399,"BARS,RODS,HOT-ROLLED,IRON OR NONAL STL,COILS,NESOI"
72,7214,721410,"OTHER BARS AND RODS IRON OR NONALLOY STEEL, FORGED"
72,7214,721420,"OTH BRS RDS IOS NA HOT-WRKD, CONC REINFRCNG"
72,7214,721430,"OTHER BARS AND RODS FREE-CUTTING STEEL, HOT-WORKED"
72,7214,721491,"BARS,RODS,HOT-ROLLED,-DRAWN,-EXT,RECTANGULAR,NESOI"
72,7214,721499,"BARS,RODS,IRN,NOAL,HOT-ROLLED,-DRAWN-EXTRUDE,NESOI"
72,7215,721510,OTH BRS AND RDS FREE-CTTNG STL COLD-FMD OR FNSHD
72,7215,721550,"BARS,RODS,IRN,NOAL,COLD-FORMED,COLD-FINISHED,NESOI"
72,7215,721590,"BARS AND RODS IRON OR NONALLOY STEEL, NESOI"
72,7216,721610,U-I-H-SECTIONS IR/NAS HOT/WRKD LS THN 80MM HIGH
72,7216,721621,L SEC IOS NA HOT-WKD LSS TH 80MM HIGH
72,7216,721622,T SEC IOS NA HOT-WKD LSS TH 80MM HIGH
72,7216,721631,U SEC IOS NA HOT-WKD 80MM OR MORE HIGH
72,7216,721632,I SEC IOS NA HOT-WKD 80MM AO HIGH (STANDARD BEAMS)
72,7216,721633,"H SECTIONS IRN/NAS, HOT-WRKD, 80MM HI OR MORE"
72,7216,721640,"L OR T SECTIONS IR/NAS HOT-WRKD, 80MM HI OR MORE"
72,7216,721650,OTH ANGLS SHPS SEC IOS NA HOT-WKD
72,7216,721661,ANGLS SHPS SEC IR/NAS NT FRTHR CLD-WRKD FRM FR PRO
72,7216,721669,ANGLS SHPS SEC IR/NAS NT FRTHR CLD-WRKD NT FR PROD
72,7216,721691,ANGLS SHPS SEC IRN/NAS OTH CLD-WRKD FR FR PRODUCTS
72,7216,721699,ANGLES SHAPES SECTIONS IRON/NONALLOY STEEL NESOI
72,7217,721710,"WIRE OF IRON OR NONALLOY STL,NOT PLATED OR COATED"
72,7217,721720,"WIRE OF IRON,NONALY STL,PLATED OR COATED WITH ZINC"
72,7217,721730,"WIRE OF IRN,NOAL ST, PLTED OR CTD BASE METAL,NESOI"
72,7217,721790,"WIRE IRON/NONALLOY STEEL UNDER 0.25% CARBON, NESOI"
72,7218,721810,STAINLESS STEEL INGOTS AND OTHER PRIMARY FORMS
72,7218,721891,"SMFNSHED PRDCTS,STAINLESS STEEL,RECTNGULR (NT SQR)"
72,7218,721899,OTHER SEMIFINISHED PRODUCTS OF STAINLESS STEEL
72,7219,721911,FR SS 600MM AO W HR CLS OV 10MM THCK
72,7219,721912,FR SS 600MM AO W HR CLS 4.75-NOV 10MM THCK
72,7219,721913,FR SS 600MM AO W HR CLS 3-UN 4.75MM THCK
72,7219,721914,FR SS 600MM AO W HR CLS UN 3MM THCK
72,7219,721921,FR SS 600MM AO W HR NT CLD OV 10MM THCK
72,7219,721922,FR SS 600MM AO W HR NT CLD 4.75-NOV 10MM THCK
72,7219,721923,FR SS 600MM AO W HR NT CLD 3-UN 4.75MM THCK
72,7219,721924,FR SS 600MM AO W HR NT CLD UNDR 3MM THCK
72,7219,721931,FLT-RLD STNLS STL 600MM OM W CLD/RLD 4.75MM OM THK
72,7219,721932,FLT-RLD STNLS STL 600MM OM W CLD-RLD 3-UN4.75MM TH
72,7219,721933,FL-RLD STNLS STL 600MM OM W C-R OV 1MM UN3MM THK
72,7219,721934,FLT-RLD STNLS STL 600MM OM W CLD-RLD .5-1 MM THCK
72,7219,721935,FLT-RLD STNLS STL 600MM OM W CLD-RLD UN.5 MM THICK
72,7219,721990,"FLT-RLD STNLS STL 600MM AO WIDE, NESOI"
72,7220,722011,FR SS UNDR 600MM W HR 4.75MM AO THCK
72,7220,722012,FLT-RLD STNLS STL UN 600MM WIDE HT-RLD UN4.75MM TH
72,7220,722020,"FLAT-ROLLED STNLS STL UND 600MM WIDE, CLD-RLD"
72,7220,722090,"FL-RLD STNLS STL UN 600MM WDE, NESOI"
72,7221,722100,"BARS AND RODS, STNLS STL, HT-RLD, IRREG COILS"
72,7222,722211,OTH BARS & RODS STAINLESS STEEL CIRC CROSS-SECTION
72,7222,722219,OTH BARS & RODS STNLESS STEEL HR NT CIRC CROSS-SEC
72,7222,722220,"OTH BARS A RODS, STNLS STL, NT FUR TH CLD-FRM/FNSH"
72,7222,722230,"OTHER BARS AND RODS STAINLESS STEEL, NESOI"
72,7222,722240,"ANGLES, SHAPES AND SECTIONS OF STAINLESS STEEL"
72,7223,722300,WIRE OF STAINLESS STEEL
